ts_ms,rss_bytes,cpu_ticks
1781827736742,5783552,102
1781827737846,6045696,102
1781827739045,6307840,107
1781827740343,6307840,116
1781827741542,6307840,123
1781827742747,6307840,133
1781827743847,6307840,139
1781827745142,6438912,147
1781827746344,6438912,156
1781827747642,6438912,164
1781827748847,6438912,172
1781827750242,6438912,181
1781827751347,6438912,188
1781827752546,6438912,196
1781827753742,6438912,204
1781827754944,6438912,213
1781827756243,6438912,220
1781827757442,6438912,227
1781827758546,6569984,234
1781827759745,6569984,242
1781827760942,6569984,250
1781827762144,6569984,258
1781827763343,6569984,266
1781827764642,6569984,274
1781827765747,6569984,282
1781827767042,6569984,291
1781827768247,6569984,299
1781827769443,6569984,299
1781827770645,6569984,299
1781827771945,6569984,299
1781827773143,6569984,299
1781827774342,6569984,299
1781827775444,6569984,299
1781827776642,6569984,299
