ts_ms,rss_bytes,cpu_ticks
1781830721500,5640192,4
1781830722700,5640192,4
1781830723996,5771264,6
1781830725198,6033408,18
1781830726397,6033408,28
1781830727500,6033408,37
1781830728800,6033408,49
1781830729998,6033408,60
1781830731196,6033408,70
1781830732397,6033408,81
1781830733596,6033408,91
1781830734700,6033408,101
1781830735996,6033408,114
1781830737196,6033408,125
1781830738299,6033408,133
1781830739597,6033408,145
1781830740795,6033408,156
1781830741900,6033408,166
1781830743197,6033408,178
1781830744396,6033408,189
1781830745598,6033408,201
1781830746700,6033408,212
1781830747900,6033408,222
1781830749196,6033408,235
1781830750397,6033408,245
1781830751597,6033408,256
1781830752796,6033408,267
1781830753997,6033408,275
1781830755201,6033408,275
1781830756496,6033408,275
1781830757600,6033408,275
1781830758800,6033408,275
1781830759996,6033408,275
1781830761296,6033408,275
1781830762400,6033408,275
