ts_ms,rss_bytes,cpu_ticks
1781827633759,6041600,2
1781827635056,6041600,2
1781827636256,50520064,93
1781827637361,50651136,151
1781827638659,50782208,218
1781827640057,67690496,312
1781827641356,76079104,357
1781827642657,76079104,443
1781827643856,76079104,502
1781827645056,84467712,554
1781827646257,92856320,610
1781827647557,92856320,683
1781827648755,92856320,718
1781827649957,92856320,801
1781827651157,92856320,890
1781827652360,92856320,962
1781827653656,92856320,1013
1781827654957,92856320,1111
1781827656256,92856320,1166
1781827657456,92856320,1248
1781827658560,92856320,1337
1781827660055,92856320,1407
1781827661256,92856320,1507
1781827662456,92856320,1577
1781827663755,92856320,1658
1781827665155,92856320,1755
1781827666358,92856320,1773
1781827667655,92856320,1814
1781827668856,92856320,1854
1781827670156,92856320,1899
1781827671356,92856320,1939
1781827672557,92856320,1984
1781827673661,92856320,2025
1781827674956,92856320,2062
