ts_ms,rss_bytes,cpu_ticks
1781827695442,5783552,3
1781827696642,5783552,3
1781827697746,5783552,3
1781827699042,5783552,8
1781827700244,5783552,11
1781827701541,5783552,15
1781827702644,5783552,20
1781827703844,5783552,23
1781827705044,5783552,28
1781827706244,5783552,31
1781827707346,5783552,34
1781827708546,5783552,38
1781827709841,5783552,42
1781827711044,5783552,47
1781827712242,5783552,50
1781827713541,5783552,54
1781827714646,5783552,58
1781827715945,5783552,63
1781827717242,5783552,67
1781827718346,5783552,71
1781827719548,5783552,75
1781827720844,5783552,79
1781827721946,5783552,83
1781827723244,5783552,87
1781827724543,5783552,93
1781827725742,5783552,96
1781827726941,5783552,100
1781827728144,5783552,102
1781827729248,5783552,102
1781827730446,5783552,102
1781827731646,5783552,102
1781827732943,5783552,102
1781827734143,5783552,102
