ts_ms,rss_bytes,cpu_ticks
1781830764997,6164480,275
1781830766196,6164480,275
1781830767298,9048064,317
1781830768496,9179136,380
1781830769698,9310208,462
1781830770899,9310208,534
1781830772097,9441280,605
1781830773200,9441280,669
1781830774496,9441280,738
1781830775695,9441280,812
1781830776896,9441280,885
1781830778095,9441280,962
1781830779295,9441280,1031
1781830780497,9441280,1113
1781830781696,9441280,1184
1781830782897,9441280,1260
1781830784000,9441280,1326
1781830785196,9441280,1398
1781830786400,9441280,1485
1781830787600,9572352,1562
1781830788800,9572352,1637
1781830789899,9572352,1708
1781830791097,9572352,1781
1781830792297,9572352,1852
1781830793498,9572352,1929
1781830794600,9572352,1994
1781830795895,9572352,2073
1781830797000,9572352,2132
1781830798298,9572352,2132
1781830799496,9572352,2132
1781830800698,9572352,2132
1781830801896,9572352,2132
1781830803098,9572352,2132
1781830804296,9572352,2132
