ts_ms,rss_bytes,cpu_ticks
1781829297401,5677056,4
1781829298601,5677056,4
1781829299706,6070272,7
1781829301005,6070272,18
1781829302204,6070272,29
1781829303499,6070272,39
1781829304702,6070272,51
1781829305805,6070272,61
1781829307101,6070272,72
1781829308303,6070272,83
1781829309500,6070272,92
1781829310701,6070272,103
1781829311902,6070272,113
1781829313005,6070272,122
1781829314300,6070272,131
1781829315406,6070272,142
1781829316602,6070272,152
1781829317805,6070272,163
1781829319002,6070272,173
1781829320201,6070272,182
1781829321400,6070272,192
1781829322600,6070272,200
1781829323805,6070272,211
1781829325103,6070272,222
1781829326301,6070272,232
1781829327501,6070272,242
1781829328603,6070272,250
1781829329803,6070272,257
1781829331104,6070272,257
1781829332301,6070272,257
1781829333505,6070272,257
1781829334703,6070272,257
1781829335901,6070272,257
1781829337006,6070272,257
