ts_ms,rss_bytes,cpu_ticks
1781826754515,5361664,2
1781826755721,5804032,2
1781826757017,5804032,2
1781826758318,5804032,2
1781826759418,5804032,2
1781826760619,5804032,2
1781826761819,5943296,2
1781826763114,5943296,2
1781826764415,5943296,2
1781826765619,5943296,2
1781826766915,5943296,2
1781826768016,5943296,2
1781826769320,7647232,191
1781826770919,7778304,511
1781826772322,7909376,792
1781826773717,7909376,1069
1781826775121,7909376,1350
1781826776620,7909376,1648
1781826778019,7909376,1926
1781826779418,7909376,2206
1781826780819,7909376,2486
1781826782316,7909376,2784
1781826783816,7909376,3065
1781826785217,7909376,3363
1781826786716,7909376,3644
1781826788015,7909376,3905
1781826789415,7909376,4183
1781826790817,8040448,4481
1781826792217,8040448,4761
1781826793717,8040448,5060
1781826795216,8040448,5342
1781826796615,8040448,5622
1781826798118,8040448,5940
1781826799415,8040448,5995
1781826800520,8040448,5995
1781826801720,8040448,5995
1781826803018,8040448,5995
1781826804214,8040448,5995
1781826805515,8040448,5995
1781826806715,8040448,5995
