ts_ms,rss_bytes,cpu_ticks
1781827778946,6569984,299
1781827780242,6569984,299
1781827781346,10240000,350
1781827782544,10240000,401
1781827783646,10240000,447
1781827784942,10240000,500
1781827786145,10371072,557
1781827787345,10371072,607
1781827788544,10371072,655
1781827789743,10371072,706
1781827790846,10371072,751
1781827792143,10371072,808
1781827793341,10371072,855
1781827794544,10371072,910
1781827795743,10371072,965
1781827796941,10371072,1017
1781827798045,10371072,1066
1781827799242,10371072,1123
1781827800443,10371072,1179
1781827801642,10371072,1231
1781827802841,10371072,1280
1781827804042,10371072,1336
1781827805144,10371072,1391
1781827806443,10371072,1451
1781827807641,10371072,1503
1781827808943,11026432,1566
1781827810144,11026432,1618
1781827811347,11157504,1622
1781827812544,11157504,1622
1781827813646,11157504,1622
1781827815041,11157504,1622
1781827816246,11157504,1622
1781827817447,11157504,1622
1781827818647,11157504,1622
