ts_ms,rss_bytes,cpu_ticks
1781826809018,8171520,5995
1781826810314,9089024,6001
1781826811718,11317248,6301
1781826813214,11317248,6581
1781826814615,11579392,6861
1781826815918,11710464,7139
1781826817419,11972608,7438
1781826818815,12103680,7699
1781826820218,12103680,7996
1781826821716,12103680,8275
1781826823017,12103680,8553
1781826824518,12103680,8852
1781826826018,12103680,9152
1781826827418,12103680,9431
1781826828816,12103680,9692
1781826830315,12103680,9990
1781826831619,12103680,10268
1781826833019,12103680,10546
1781826834515,12103680,10825
1781826835818,12103680,11104
1781826837319,12103680,11404
1781826838817,12103680,11684
1781826840117,12890112,11962
1781826841416,12890112,11980
1781826842522,12890112,11980
1781826843820,12890112,11980
1781826845016,12890112,11980
1781826846215,12890112,11980
1781826847416,12890112,11980
1781826848714,12890112,11980
