ts_ms,rss_bytes,cpu_ticks
1781846191169,7782400,356
1781846192367,7782400,356
1781846193566,8568832,378
1781846194670,9224192,399
1781846195865,9486336,419
1781846197068,9617408,442
1781846198270,9617408,466
1781846199466,9617408,488
1781846200569,9617408,508
1781846201869,9617408,533
1781846203071,9748480,554
1781846204267,9879552,577
1781846205469,9879552,599
1781846206668,9879552,620
1781846207769,10010624,642
1781846208967,10010624,663
1781846210070,10010624,683
1781846211269,10010624,704
1781846212567,10010624,729
1781846213769,10010624,752
1781846214869,10141696,772
1781846216069,10141696,793
1781846217270,10141696,817
1781846218569,10141696,842
1781846219768,10403840,865
1781846220869,10403840,884
1781846222167,10403840,910
1781846223270,10534912,930
1781846224566,10534912,954
1781846225766,10534912,975
1781846226870,10534912,996
1781846228069,10534912,1017
1781846229267,10534912,1039
1781846230467,10534912,1061
1781846231669,10534912,1084
1781846232770,10534912,1104
1781846234066,10534912,1128
1781846235171,10534912,1149
1781846236365,10665984,1169
1781846237567,10665984,1192
1781846238768,10665984,1214
1781846239965,10797056,1235
1781846241065,10797056,1256
1781846242366,10928128,1281
1781846243567,10928128,1303
1781846244765,10928128,1323
1781846245870,11059200,1344
1781846247070,11059200,1365
1781846248365,11059200,1388
1781846249466,11059200,1410
1781846250669,11059200,1432
1781846251869,11190272,1455
1781846253070,11321344,1477
1781846254170,11321344,1498
1781846255466,11321344,1522
1781846256568,11321344,1541
1781846257865,11321344,1561
1781846259065,11452416,1584
1781846260267,11452416,1607
1781846261371,11452416,1628
1781846262570,11452416,1650
1781846263865,11452416,1673
1781846265066,11452416,1696
1781846266269,11452416,1717
1781846267466,11452416,1739
1781846268570,11452416,1761
1781846269766,11452416,1782
1781846270965,11452416,1803
1781846272265,11452416,1828
1781846273367,11452416,1850
1781846274570,11452416,1872
1781846275769,11452416,1895
1781846276967,11583488,1917
1781846278165,11583488,1936
1781846279366,11583488,1960
1781846280565,11583488,1979
1781846281766,11845632,2004
1781846282871,11845632,2018
1781846284165,11845632,2018
1781846285465,11845632,2018
1781846286667,11845632,2018
1781846287865,11845632,2018
1781846289068,11845632,2018
1781846290367,11845632,2018
