ts_ms,rss_bytes,cpu_ticks
1781830488279,5738496,2
1781830489382,5738496,2
1781830490679,34054144,42
1781830491883,59613184,143
1781830493081,60006400,216
1781830494380,68395008,288
1781830495579,68657152,345
1781830496778,85434368,403
1781830498081,85434368,474
1781830499281,93822976,539
1781830500483,93822976,607
1781830501680,102211584,659
1781830502881,102211584,721
1781830504084,102211584,778
1781830505381,102211584,815
1781830506678,110862336,964
1781830507982,119250944,1093
1781830509381,119250944,1193
1781830510481,127639552,1290
1781830511779,127639552,1389
1781830512982,127770624,1494
1781830514279,127770624,1608
1781830515479,127770624,1708
1781830516779,136028160,1843
1781830517983,136028160,1918
1781830519280,136028160,2040
1781830520479,136028160,2151
1781830521582,136028160,2168
1781830522780,136028160,2205
1781830523978,136028160,2240
1781830525177,136028160,2277
1781830526379,136028160,2318
1781830527579,136028160,2354
1781830528778,136028160,2392
1781830529978,136028160,2427
