ts_ms,rss_bytes,cpu_ticks
1781846291565,11845632,2018
1781846292765,11845632,2018
1781846293966,12238848,2029
1781846295265,13025280,2058
1781846296367,13156352,2089
1781846297567,13287424,2119
1781846298668,13287424,2149
1781846299870,13418496,2181
1781846301165,13418496,2211
1781846302269,13418496,2242
1781846303566,13418496,2275
1781846304765,13418496,2304
1781846305966,13418496,2337
1781846307165,13418496,2365
1781846308365,13418496,2395
1781846309469,13418496,2425
1781846310669,13418496,2457
1781846311969,13418496,2488
1781846313068,13549568,2515
1781846314171,13549568,2542
1781846315564,13549568,2574
1781846316770,13549568,2606
1781846317968,13549568,2636
1781846319070,13549568,2663
1781846320270,13549568,2694
1781846321465,13549568,2721
1781846322670,13549568,2755
1781846323871,13549568,2785
1781846325166,13549568,2816
1781846326268,13549568,2845
1781846327568,13549568,2876
1781846328668,13680640,2903
1781846329865,13680640,2931
1781846331166,13811712,2964
1781846332269,13811712,2990
1781846333467,13811712,3019
1781846334570,13811712,3047
1781846335768,13811712,3075
1781846337064,13811712,3104
1781846338269,13811712,3135
1781846339369,13811712,3161
1781846340566,13811712,3188
1781846341670,13811712,3216
1781846342867,13811712,3246
1781846344070,13811712,3275
1781846345265,13811712,3302
1781846346369,13811712,3331
1781846347665,13811712,3360
1781846348867,13811712,3392
1781846349970,13811712,3420
1781846351168,13811712,3448
1781846352270,13811712,3476
1781846353570,13811712,3508
1781846354865,13811712,3536
1781846355968,13811712,3565
1781846357070,13811712,3591
1781846358368,13811712,3623
1781846359470,13811712,3651
1781846360765,13811712,3679
1781846361870,13942784,3708
1781846363065,13942784,3736
1781846364266,14073856,3764
1781846365471,14073856,3795
1781846366765,14073856,3823
1781846367870,14073856,3852
1781846369170,14073856,3883
1781846370466,14073856,3912
1781846371767,14073856,3944
1781846372868,14204928,3974
1781846374167,14336000,4006
1781846375366,14336000,4033
1781846376665,14336000,4064
1781846377768,14336000,4093
1781846378967,14467072,4120
1781846380171,14598144,4150
1781846381269,14729216,4176
1781846382565,14729216,4204
1781846383771,14729216,4236
1781846385164,14729216,4236
1781846386269,14729216,4236
1781846387566,14729216,4236
1781846388766,14729216,4236
1781846389869,14729216,4236
1781846391065,14729216,4236
