ts_ms,rss_bytes,cpu_ticks
1781844256393,143212544,7686
1781844257592,126689280,7686
1781844259096,128000000,8101
1781844260595,128262144,9007
1781844262091,128655360,9848
1781844263497,128655360,10730
1781844264991,128786432,11553
1781844266395,128917504,12376
1781844267891,129179648,13259
1781844269293,129310720,14084
1781844270698,129310720,14968
1781844272193,129572864,15799
1781844273691,129703936,16669
1781844275193,129703936,17536
1781844276593,129966080,18344
1781844277895,129966080,19139
1781844279393,130097152,19888
1781844280892,130097152,20687
1781844282294,130228224,21435
1781844283691,130490368,22077
1781844284994,130490368,22077
1781844286297,130490368,22077
1781844287494,130490368,22077
1781844288696,130490368,22077
1781844289991,130490368,22077
1781844291195,130490368,22077
1781844292493,130490368,22077
1781844293791,130490368,22077
1781844294993,130490368,22077
1781844296194,130490368,22077
1781844297494,130490368,22077
1781844298792,130490368,22077
1781844299996,130490368,22077
1781844301292,130490368,22077
1781844302592,130490368,22077
1781844303796,130490368,22077
1781844305091,130490368,22077
1781844306393,130490368,22077
1781844307596,130490368,22077
1781844308894,130490368,22077
1781844310193,130490368,22077
1781844311397,130490368,22077
1781844312695,130490368,22077
1781844313894,130490368,22077
1781844314998,130490368,22077
