ts_ms,rss_bytes,cpu_ticks
1781829665248,8638464,17674
1781829666449,8769536,17674
1781829667860,12570624,18040
1781829669347,12570624,19064
1781829670850,13225984,20177
1781829672354,13225984,21283
1781829673859,13357056,22430
1781829675353,13619200,23522
1781829676858,13881344,24617
1781829678452,13881344,25756
1781829679946,14012416,26760
1781829681454,14012416,27887
1781829682857,14012416,28882
1781829684352,14143488,29912
1781829685852,14143488,30871
1781829687455,14143488,32055
1781829689049,14143488,33131
1781829690559,14274560,34274
1781829692056,14274560,35335
1781829693655,14274560,36463
1781829695350,14274560,37611
1781829696854,14274560,38757
1781829698250,14405632,39159
1781829699349,14405632,39159
1781829700549,14405632,39159
1781829701747,14405632,39160
1781829702952,14405632,39160
1781829704247,14405632,39160
1781829705449,14405632,39160
