ts_ms,rss_bytes,cpu_ticks
1781826065570,20418560,24010
1781826066768,20418560,24010
1781826068067,20418560,24041
1781826069471,20680704,24343
1781826070869,20942848,24619
1781826072267,20942848,24885
1781826073570,20942848,25160
1781826074969,20942848,25425
1781826076283,20942848,25681
1781826077670,20942848,25983
1781826078969,20942848,26221
1781826080270,20942848,26495
1781826081668,20942848,26764
1781826083167,20942848,27062
1781826084567,20942848,27340
1781826085869,20942848,27618
1781826087171,20942848,27882
1781826088567,20942848,28144
1781826089986,20942848,28438
1781826091369,20942848,28704
1781826092682,20942848,28980
1781826094083,20942848,29260
1781826095483,20942848,29539
1781826096871,20942848,29817
1781826098169,20942848,30026
1781826099272,20942848,30026
1781826100570,20942848,30026
1781826101769,20942848,30026
1781826102872,20942848,30026
1781826104074,20942848,30026
1781826105369,20942848,30026
1781826106569,20942848,30026
