ts_ms,rss_bytes,cpu_ticks
1781829788952,23474176,77889
1781829790250,23474176,77889
1781829791653,23867392,78358
1781829793152,23867392,79223
1781829794554,23867392,80022
1781829796147,23867392,80912
1781829797553,23867392,81766
1781829799048,23867392,82657
1781829800747,23867392,83774
1781829802147,23867392,84611
1781829803550,23867392,85566
1781829804951,23867392,86383
1781829806461,23867392,87438
1781829807951,23867392,88353
1781829809460,23867392,89417
1781829811056,23867392,90456
1781829812551,23867392,91420
1781829813950,23867392,92300
1781829815453,23867392,93233
1781829816856,23867392,94118
1781829818549,24129536,95022
1781829819856,24129536,95870
1781829821050,24129536,96465
1781829822349,24129536,96465
1781829823550,24129536,96465
1781829824849,24129536,96465
1781829826049,24129536,96465
1781829827249,24129536,96465
1781829828550,24129536,96465
