ts_ms,rss_bytes,cpu_ticks
1781829623951,6017024,2
1781829625150,6017024,2
1781829626749,7720960,811
1781829628147,7983104,1631
1781829629452,8114176,2476
1781829630948,8114176,3313
1781829632350,8114176,4195
1781829633849,8376320,5044
1781829635448,8376320,6012
1781829636848,8376320,6836
1781829638149,8376320,7594
1781829639647,8376320,8485
1781829641047,8376320,9328
1781829642452,8376320,10220
1781829643847,8376320,10973
1781829645251,8376320,11870
1781829646747,8376320,12687
1781829648249,8376320,13562
1781829649651,8507392,14436
1781829651147,8507392,15254
1781829652652,8638464,16170
1781829654154,8638464,17042
1781829655449,8638464,17674
1781829656748,8638464,17674
1781829657852,8638464,17674
1781829659147,8638464,17674
1781829660347,8638464,17674
1781829661550,8638464,17674
1781829662752,8638464,17674
1781829663951,8638464,17674
