ts_ms,rss_bytes,cpu_ticks
1781844217692,6094848,2
1781844218893,6094848,2
1781844220192,7012352,17
1781844221492,7274496,282
1781844222795,7405568,692
1781844224292,7536640,1017
1781844225694,7536640,1483
1781844226994,7536640,1894
1781844228295,7536640,2300
1781844229792,7667712,2709
1781844231093,8060928,3118
1781844232491,8060928,3538
1781844233794,8060928,3971
1781844235193,8060928,4416
1781844236593,8060928,4849
1781844237991,8060928,5253
1781844239394,8060928,5710
1781844240693,8060928,6084
1781844242093,8060928,6523
1781844243494,8060928,6989
1781844244891,25509888,7386
1781844246195,143212544,7623
1781844247495,143212544,7685
1781844248792,143212544,7685
1781844249993,143212544,7685
1781844251292,143212544,7685
1781844252592,143212544,7685
1781844253891,143212544,7685
1781844255192,143212544,7685
