ts_ms,rss_bytes,cpu_ticks
1781846393469,14729216,4236
1781846394570,14729216,4236
1781846395768,15384576,4263
1781846397064,15646720,4297
1781846398264,15777792,4329
1781846399467,15777792,4365
1781846400665,15777792,4394
1781846401870,15777792,4429
1781846403068,15777792,4461
1781846404265,15908864,4491
1781846405465,15908864,4523
1781846406568,15908864,4556
1781846407766,15908864,4590
1781846408868,15908864,4619
1781846410070,16039936,4650
1781846411269,16039936,4683
1781846412566,16039936,4719
1781846413670,16039936,4748
1781846414867,16171008,4781
1781846416065,16171008,4811
1781846417265,16171008,4843
1781846418366,16171008,4874
1781846419569,16171008,4905
1781846420770,16171008,4937
1781846421966,16171008,4971
1781846423167,16171008,5002
1781846424270,16171008,5031
1781846425566,16171008,5067
1781846426670,16171008,5097
1781846427968,16171008,5132
1781846429070,16171008,5164
1781846430364,16171008,5197
1781846431566,16171008,5231
1781846432669,16171008,5259
1781846433767,16171008,5289
1781846434969,16171008,5322
1781846436169,16171008,5355
1781846437269,16171008,5384
1781846438565,16171008,5416
1781846439666,16171008,5449
1781846440770,16171008,5477
1781846441968,16171008,5510
1781846443165,16171008,5540
1781846444270,16171008,5572
1781846445465,16171008,5600
1781846446666,16171008,5635
1781846447864,16171008,5664
1781846449068,16171008,5698
1781846450265,16171008,5728
1781846451465,16171008,5761
1781846452665,16171008,5793
1781846453865,16171008,5826
1781846455066,16302080,5862
1781846456169,16302080,5891
1781846457368,16302080,5923
1781846458470,16302080,5953
1781846459766,16302080,5988
1781846460870,16302080,6018
1781846462165,16302080,6050
1781846463364,16302080,6084
1781846464470,16302080,6116
1781846465667,16302080,6149
1781846466769,16302080,6179
1781846468065,16433152,6215
1781846469264,16433152,6245
1781846470468,16433152,6281
1781846471667,16433152,6314
1781846472964,16433152,6346
1781846474168,16433152,6382
1781846475269,16433152,6411
1781846476467,16433152,6443
1781846477665,16433152,6472
1781846478868,16433152,6508
1781846479969,16433152,6538
1781846481070,16433152,6567
1781846482365,16433152,6600
1781846483565,16433152,6633
1781846484766,16433152,6669
1781846485870,16302080,6674
1781846487069,16302080,6674
1781846488267,16302080,6674
1781846489467,16302080,6674
1781846490666,16302080,6674
1781846491869,16302080,6674
1781846493166,16302080,6674
