ts_ms,rss_bytes,cpu_ticks
1781844763392,144121856,26282
1781844764695,144121856,26282
1781844765996,150544384,26356
1781844767391,150675456,26509
1781844768693,150675456,26681
1781844769992,150675456,26828
1781844771292,150675456,26980
1781844772692,151855104,27140
1781844773993,152510464,27275
1781844775295,152510464,27395
1781844776597,152510464,27520
1781844777895,152510464,27647
1781844779294,152510464,27785
1781844780592,152510464,27902
1781844781798,152510464,28028
1781844783292,152510464,28162
1781844784592,152510464,28291
1781844785994,152510464,28442
1781844787295,152510464,28570
1781844788593,152510464,28700
1781844789891,152510464,28821
1781844791195,152510464,28880
1781844792497,152510464,28881
1781844793894,152510464,28881
1781844795192,152510464,28881
1781844796395,152510464,28881
1781844797594,152510464,28881
1781844798991,152510464,28881
1781844800294,152510464,28881
